student_code,status,brand_code,code,curriculum_id,semester,campus_code,term_id,term_name
PH40195,HDI,LTWE01,LTWE02,252,1,ph,50,Fall 2022
PH40195,HDI,LTWE01,LTWE02,252,2,ph,51,Spring 2023
PH40195,HDI,LTWE01,LTWE02,252,3,ph,52,Summer 2023
PH40197,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40197,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40197,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40198,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40198,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40198,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40199,HDI,PTPM02,PTPM01,254,1,ph,50,Fall 2022
PH40199,HDI,PTPM02,PTPM02,254,2,ph,51,Spring 2023
PH40199,HDI,PTPM02,PTPM02,254,3,ph,52,Summer 2023
PH40204,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40204,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40204,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40206,HDI,LTWE01,LTWE02,252,1,ph,50,Fall 2022
PH40206,HDI,LTWE01,LTWE02,252,2,ph,51,Spring 2023
PH40206,HDI,LTWE01,LTWE02,252,3,ph,52,Summer 2023
PH40207,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH40207,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH40207,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH40209,HDI,LTMO02,LTMO01,249,1,ph,50,Fall 2022
PH40209,HDI,LTMO02,LTMO01,249,2,ph,51,Spring 2023
PH40209,HDI,LTMO02,LTMO01,249,3,ph,52,Summer 2023
PH40218,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40218,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40218,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40218,HL,LTWE02,LTWE02,251,3,ph,55,Fall 2023
PH40218,THO,LTWE02,LTWE02,251,3,ph,58,Spring 2024
PH40220,HDI,LTMO02,LTMO01,249,1,ph,50,Fall 2022
PH40220,HDI,LTMO02,LTMO01,249,2,ph,51,Spring 2023
PH40220,HDI,LTMO02,LTMO01,249,3,ph,52,Summer 2023
PH40224,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40224,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40224,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40228,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40228,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40228,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40228,THO,LTWE02,LTWE02,251,3,ph,55,Fall 2023
PH40229,HDI,UDPM01,UDPM01,255,1,ph,50,Fall 2022
PH40229,HDI,UDPM01,UDPM01,255,2,ph,51,Spring 2023
PH40229,HDI,UDPM01,UDPM01,255,3,ph,52,Summer 2023
PH40234,HDI,LTMO02,LTMO01,249,1,ph,50,Fall 2022
PH40234,HDI,LTMO02,LTMO01,249,2,ph,51,Spring 2023
PH40234,HDI,LTMO02,LTMO01,249,3,ph,52,Summer 2023
PH40235,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH40235,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH40235,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH40239,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40239,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40239,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40241,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40241,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40241,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40241,TN,LTWE02,LTWE02,251,3,ph,55,Fall 2023
PH40241,HL,LTWE02,LTWE02,251,3,ph,58,Spring 2024
PH40244,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40244,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40244,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40246,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40246,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40246,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40246,THO,LTWE02,LTWE02,251,3,ph,55,Fall 2023
PH40250,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40250,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40250,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40253,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH40253,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH40253,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
PH40254,HDI,LTWE02,LTWE02,251,1,ph,50,Fall 2022
PH40254,HDI,LTWE02,LTWE02,251,2,ph,51,Spring 2023
PH40254,HDI,LTWE02,LTWE02,251,3,ph,52,Summer 2023
PH40263,HDI,PTPM01,PTPM01,253,1,ph,50,Fall 2022
PH40263,HDI,PTPM01,PTPM01,253,2,ph,51,Spring 2023
PH40263,HDI,PTPM01,PTPM01,253,3,ph,52,Summer 2023
